ID,car_name,Consumer reviews,review1,review2,review3,combined_reviews,sentiment_scores,compound,rating
24,audi S5,3.8,"Sold car at 68,000 miles. Developed problems with transmission and differential. Body started to creak and sqeek. Repair costs were astronomical to include oil changes and brakes. ","July 2018: Still flawless. January 2017 update: I still absolutely love the car! I don't put a lot of mileage on my S5 but it has has no maintenance issues and is a delight to drive. Finally, my son liked mine so much that he went out and bought an S5 coupe! There remains only one item I wish was different - there are no front parking assist sensors on the S5. I cannot for the life of me understand why this is not standard or at least offered as an option as even A3 cabriolet has them. The color, Sepang Blue Pearl, is awesome and I constantly get compliments on it. In addition, just as on our Q5, the paint job is FLAWLESS - not a touch of ""orange-peel"" anywhere. July 2016 Update: Since we do most of our longer trips in the wife's 2013 Q5, the S5 Cabriolet has just 12,100 miles to date. The car has run flawlessly, looks showroom new and continues to draw admiring comments wherever I take it. Worth noting - I cannot get a definitive answer on best tire pressure. When I inflated them to the factory-recommended (sticker and owner's manual) pressure of 39/38psi the ride becomes a little too harsh for my liking. I reduced the pressures to 36psi all around and the ride was better with no perceptible degradation in handing. Also, I wish Audi would come up with a better composition for their brake pads - I bought a pressure washer to deal with the constant accumulation of black brake dust on my wheels - almost as bad as my old Bimmer. I'm not at this point yet but when our Q5 said it needed brake pad replacement - Audi would not turn the rotors! This strikes me as ridiculous and made a simple brake pad replacement job cost over $1,300. I may not go to Audi when my pads need replacement. Having said all that,I still love my S5 Cabriolet!",Car is great but watch out when buying a CPO AUDI. I recently purchased a CPO S5 Convertible I was told that the car was not in an accident the car-fax was clean but when I got home I noticed the front end was misaligned. I ran an auto check and found out that it was in an accident. the dealer took back the car but its now reselling it CPO and acting like its perfect. Initially I thought it was an honest mistake but know I know better. I called Audi to complain but was told that CPO cars can be certified even if they are in an accident. I am fine with that but it should be disclosed to the consumer.,"Sold car at 68,000 miles. Developed problems with transmission and differential. Body started to creak and sqeek. Repair costs were astronomical to include oil changes and brakes.  July 2018: Still flawless. January 2017 update: I still absolutely love the car! I don't put a lot of mileage on my S5 but it has has no maintenance issues and is a delight to drive. Finally, my son liked mine so much that he went out and bought an S5 coupe! There remains only one item I wish was different - there are no front parking assist sensors on the S5. I cannot for the life of me understand why this is not standard or at least offered as an option as even A3 cabriolet has them. The color, Sepang Blue Pearl, is awesome and I constantly get compliments on it. In addition, just as on our Q5, the paint job is FLAWLESS - not a touch of ""orange-peel"" anywhere. July 2016 Update: Since we do most of our longer trips in the wife's 2013 Q5, the S5 Cabriolet has just 12,100 miles to date. The car has run flawlessly, looks showroom new and continues to draw admiring comments wherever I take it. Worth noting - I cannot get a definitive answer on best tire pressure. When I inflated them to the factory-recommended (sticker and owner's manual) pressure of 39/38psi the ride becomes a little too harsh for my liking. I reduced the pressures to 36psi all around and the ride was better with no perceptible degradation in handing. Also, I wish Audi would come up with a better composition for their brake pads - I bought a pressure washer to deal with the constant accumulation of black brake dust on my wheels - almost as bad as my old Bimmer. I'm not at this point yet but when our Q5 said it needed brake pad replacement - Audi would not turn the rotors! This strikes me as ridiculous and made a simple brake pad replacement job cost over $1,300. I may not go to Audi when my pads need replacement. Having said all that,I still love my S5 Cabriolet! Car is great but watch out when buying a CPO AUDI. I recently purchased a CPO S5 Convertible I was told that the car was not in an accident the car-fax was clean but when I got home I noticed the front end was misaligned. I ran an auto check and found out that it was in an accident. the dealer took back the car but its now reselling it CPO and acting like its perfect. Initially I thought it was an honest mistake but know I know better. I called Audi to complain but was told that CPO cars can be certified even if they are in an accident. I am fine with that but it should be disclosed to the consumer.","{'neg': 0.086, 'neu': 0.741, 'pos': 0.173, 'compound': 0.9957}",0.9957,5
25,audi A2,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
26,audi RS7,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
27,bmw 5 Series,4.2,Shortage of computer chips cause several options to be eliminated. These options were available when the car was ordered from BMW and the factory didnÂft inform me or the dealership that options were removed. No adjustment to the sticker price either. ,"I took delivery just before Christmas as a gift to myself. It replaced my 2006 5 Series which I traded in. The cars handling and overall driving dynamics are amazing. The fit and finish, handling. workmanship and product design are superb. I have no regrets in buying this vehicle. ",I bought a 2022 BMW 540 in December of 2021. Car has been back to the shop four times. Living in Florida it gets very hot down here and when you set your automatic climate control to 74 degrees and the cabin hits 74 degrees the vents down by your feet and the rear vents for the passengers throw out hot hot heat. BMW says that is the way the car is built. Anyone living in a climate where you need constant air conditioning like Florida do not buy this car. I love the car it's a beautiful car it rides beautifully but has very bad air conditioning,"Shortage of computer chips cause several options to be eliminated. These options were available when the car was ordered from BMW and the factory didnÂft inform me or the dealership that options were removed. No adjustment to the sticker price either.  I took delivery just before Christmas as a gift to myself. It replaced my 2006 5 Series which I traded in. The cars handling and overall driving dynamics are amazing. The fit and finish, handling. workmanship and product design are superb. I have no regrets in buying this vehicle.  I bought a 2022 BMW 540 in December of 2021. Car has been back to the shop four times. Living in Florida it gets very hot down here and when you set your automatic climate control to 74 degrees and the cabin hits 74 degrees the vents down by your feet and the rear vents for the passengers throw out hot hot heat. BMW says that is the way the car is built. Anyone living in a climate where you need constant air conditioning like Florida do not buy this car. I love the car it's a beautiful car it rides beautifully but has very bad air conditioning","{'neg': 0.039, 'neu': 0.864, 'pos': 0.098, 'compound': 0.8232}",0.8232,5
28,bmw 6 Series,4.8,Need to put better tires. Have had blowouts on 3 of the 4 tires and only10000 miles.Still tires are the issue!! Performance is the best for the money. Good overall value,I have been driving 3 series for the last 23 yers and the upgrade to the 6 series is really worth it. Bigger cockpit and better (but still tight( back seat. Two sets of golf clubs in the trunk. Great tech and safety features. I'll be driving this for years to come.,Great Car! You will understand why it costs so much once you are in it and drive. Awesome vehicle!!,Need to put better tires. Have had blowouts on 3 of the 4 tires and only10000 miles.Still tires are the issue!! Performance is the best for the money. Good overall value I have been driving 3 series for the last 23 yers and the upgrade to the 6 series is really worth it. Bigger cockpit and better (but still tight( back seat. Two sets of golf clubs in the trunk. Great tech and safety features. I'll be driving this for years to come. Great Car! You will understand why it costs so much once you are in it and drive. Awesome vehicle!!,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9868}",0.9868,5
29,bmw 1 Series,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
30,bmw 7 Series,5.0,Amazing Driving Experience. Luxury and sport feel in one car.,"My first BMW. went for the 7 series. traded a S550 which I had for 10 years. I am delighted that I chose BMW. The car is simply awesome and it has so much to offer I am still learning. The ride is smooth, quiet, comfortable and safe. A driving experience one should try out just to see what a ""real"" luxury car feels like.",,"Amazing Driving Experience. Luxury and sport feel in one car. My first BMW. went for the 7 series. traded a S550 which I had for 10 years. I am delighted that I chose BMW. The car is simply awesome and it has so much to offer I am still learning. The ride is smooth, quiet, comfortable and safe. A driving experience one should try out just to see what a ""real"" luxury car feels like. ","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9633}",0.9633,5
31,bmw 2 Series,0.0,Blank,Blank,Blank,Blank Blank Blank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,3
32,bmw 4 Series,4.0,"ItÂfs simply a great car. Great feel, lots of power, handling is superb and interior is perfect. And itÂfs a very good looking auto.","The New 440 xdrive is fun to drive, but some cars get removed the center touchscreen display. Is BMW's inner trim back to 2000? I couldn't tell.",,"ItÂfs simply a great car. Great feel, lots of power, handling is superb and interior is perfect. And itÂfs a very good looking auto. The New 440 xdrive is fun to drive, but some cars get removed the center touchscreen display. Is BMW's inner trim back to 2000? I couldn't tell. ","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.9051}",0.9051,5
33,bmw X3,4.8,This car is great. My single only issue is that the driver seat is not as comfortable as I would like it and I wish it had maybe 1 more inch of lift capability so that I could sit a little higher.,"I'm coming back to BMW after ten years with Audi cars. As good as Audi is, they just can't duplicate or approach the excitement of getting behind the wheel of a BMW. I chose the red leather interior, which has changed for 2022 to a rich plum color. It's gorgeous. The acceleration is strong and the steering is highly responsive. Nothing feels superfluous, although if you have the?opportunity to upgrade to premium sound, I would. The standard is fine, but nothing like the Bang & Olufsen in my last Audi Q5. Mileage thus far has been terrific. I'm a happy camper.",I'll break it down for a potential buyer in a few sentences. Mediocre handling. Breaking is slow. Doesn't have luxury interior. Exterior is good and that's about it. ,"This car is great. My single only issue is that the driver seat is not as comfortable as I would like it and I wish it had maybe 1 more inch of lift capability so that I could sit a little higher. I'm coming back to BMW after ten years with Audi cars. As good as Audi is, they just can't duplicate or approach the excitement of getting behind the wheel of a BMW. I chose the red leather interior, which has changed for 2022 to a rich plum color. It's gorgeous. The acceleration is strong and the steering is highly responsive. Nothing feels superfluous, although if you have the?opportunity to upgrade to premium sound, I would. The standard is fine, but nothing like the Bang & Olufsen in my last Audi Q5. Mileage thus far has been terrific. I'm a happy camper. I'll break it down for a potential buyer in a few sentences. Mediocre handling. Breaking is slow. Doesn't have luxury interior. Exterior is good and that's about it. ","{'neg': 0.023, 'neu': 0.798, 'pos': 0.179, 'compound': 0.9783}",0.9783,5
34,bmw 3 Series,5.0,Purchased my 2022 330i X- Drive in October 2021. This is my 1st BMW and itÂfs just amazing. It drives and handles just amazingly and has been reliable. Gas mileage has been high 20Âfs in the city and low to mid 30Âfs on the highway. The pythonic blue paint looks incredible and the car get looks everywhere I go. The comfort of the seats is just incredible. I was concerned about power?going to a turbo 41cyl from a twin turbo 6 in my last SUV (that had over 400hp) and ItÂfs never at a loss for power. Overall it was a great decision buying this car and I would go it again in a heartbeat!,"the car has lot of technology and has good pick up for a 4 cylinder. the bad parts are no wireless phone charging, very hard suspension where you can feel every bump and the lane assist is to aggressive.","Highly recommend this car, the idrive system is fascinating","Purchased my 2022 330i X- Drive in October 2021. This is my 1st BMW and itÂfs just amazing. It drives and handles just amazingly and has been reliable. Gas mileage has been high 20Âfs in the city and low to mid 30Âfs on the highway. The pythonic blue paint looks incredible and the car get looks everywhere I go. The comfort of the seats is just incredible. I was concerned about power?going to a turbo 41cyl from a twin turbo 6 in my last SUV (that had over 400hp) and ItÂfs never at a loss for power. Overall it was a great decision buying this car and I would go it again in a heartbeat! the car has lot of technology and has good pick up for a 4 cylinder. the bad parts are no wireless phone charging, very hard suspension where you can feel every bump and the lane assist is to aggressive. Highly recommend this car, the idrive system is fascinating","{'neg': 0.06, 'neu': 0.821, 'pos': 0.119, 'compound': 0.9145}",0.9145,5
35,bmw X5,4.9,"It's a ""real"" BMW with all the road feel for which X5's are known. In town, my X5 has been ""all electric"" with a fast charger at home and access to ChargePoint at work. On the weekends, the hybrid mode has kept us just over 50 MPG as we travel over 200 miles to and from the NC mountains. Very happy with the fit and finish, ride, and technology. BMW updates have been well planned. But?I do have one complaint. In Europe the 45e gets over 50 miles per charge. I'm told the battery discharge has been ""limited"" for the US market. Come on BMW, release the juice!",Gets 30-33 miles on battery power alone. Interior better looking & more comfortable than its peers. In-line 6 is powerful yet gets good gas mileage. Plenty of room behind second row seats. Come with $7500 rebate from federal government & $1000 rebate from BMCCA if you have been a member for at least 6 months. That is a total of $8500 off MSRP from rebates. Quite the deal while getting 50?mpge,"Love the smooth and refined drive - a real pleasure especially on long trips Love the hybrid - driving in electric mode is very quiet - adds to the refinement. I've gone 1-2 months between trips to the gas station when I've been mostly local Back-up assist is a failure - it was fun using it to automatically back out of my garage until it missed by a little and slammed the mirror into?the side of the garage door. Side mirror costs $2,200 to replace. I complained to BMW that the back-up assist doesn't work and they said ""too bad"" the user manual says don't rely on it, so you're on your own. What a waste of money.","It's a ""real"" BMW with all the road feel for which X5's are known. In town, my X5 has been ""all electric"" with a fast charger at home and access to ChargePoint at work. On the weekends, the hybrid mode has kept us just over 50 MPG as we travel over 200 miles to and from the NC mountains. Very happy with the fit and finish, ride, and technology. BMW updates have been well planned. But?I do have one complaint. In Europe the 45e gets over 50 miles per charge. I'm told the battery discharge has been ""limited"" for the US market. Come on BMW, release the juice! Gets 30-33 miles on battery power alone. Interior better looking & more comfortable than its peers. In-line 6 is powerful yet gets good gas mileage. Plenty of room behind second row seats. Come with $7500 rebate from federal government & $1000 rebate from BMCCA if you have been a member for at least 6 months. That is a total of $8500 off MSRP from rebates. Quite the deal while getting 50?mpge Love the smooth and refined drive - a real pleasure especially on long trips Love the hybrid - driving in electric mode is very quiet - adds to the refinement. I've gone 1-2 months between trips to the gas station when I've been mostly local Back-up assist is a failure - it was fun using it to automatically back out of my garage until it missed by a little and slammed the mirror into?the side of the garage door. Side mirror costs $2,200 to replace. I complained to BMW that the back-up assist doesn't work and they said ""too bad"" the user manual says don't rely on it, so you're on your own. What a waste of money.","{'neg': 0.061, 'neu': 0.828, 'pos': 0.11, 'compound': 0.9608}",0.9608,5
36,bmw X4,4.5,"We had an 2014 x3. It was time to get a new car and we decided on a new x4. This suv is amazing. Every thing about it says ""nice"". Enough power, beautiful interior and just the right amenities.","Yahooty! My M40i is just the kind of midlife crisis mobile I wanted. The 6 has so much power! The cabin is quiet plenty. And handle? Yessiree! They put a beautiful paint job on it called Piemonte,kinda maroon. Quality leather and an understated interior just like BMW does with all their cars. Elegant though. It has enough gizmos and whiz bangs for most techno people. Options can get?expensive though. Love it.",,"We had an 2014 x3. It was time to get a new car and we decided on a new x4. This suv is amazing. Every thing about it says ""nice"". Enough power, beautiful interior and just the right amenities. Yahooty! My M40i is just the kind of midlife crisis mobile I wanted. The 6 has so much power! The cabin is quiet plenty. And handle? Yessiree! They put a beautiful paint job on it called Piemonte,kinda maroon. Quality leather and an understated interior just like BMW does with all their cars. Elegant though. It has enough gizmos and whiz bangs for most techno people. Options can get?expensive though. Love it. ","{'neg': 0.031, 'neu': 0.775, 'pos': 0.193, 'compound': 0.9696}",0.9696,5
37,bmw i3,4.4,"We have had short-lease ownership of both a 2017 and a 2018 model, They are virtually identical, with the main difference being that the 2017 did not have the backup camera. From 2018 on, all i3's now have the integrated camera, and it is a good one. Now that the lease is up on the 2017 model, we got a nice promotional offer from a New England dealer, and took them up on it. So, we?will now have a 2019 model, with the larger battery pack. Obviously we enjoy the car. It is particularly fun and zippy around town. Highway driving is okay, but sketchy on days when there is a strong crosswind. This car is not for everybody, of course. But none of our routine drives are more than 75 miles, and we have a level 2 charger in our garage at home. As an experiment, I once drove round-trip 650 miles in one day, to visit my daughter at college, using frequent gas fillups. This is not ideal, but it is possible, if you don't want to find chargers. Try driving a Chevy Bolt or Nissan Leaf 650 miles in 13 hours. People get hung up on the list price of the car. As if that is what you really have to pay. The pundits don't seem to grasp that virtually nobody BUYS a new i3. The lease deals are too attractive. With some effort, you can lease one for less than $300 per month. Particularly if you are buying at the end of the model year. You have the option of ""buying out"" the car at the end of the lease, but I suspect that nobody does that, either, because the pre-determined 'residual value' is set at an artificially high level, in order to decrease the monthly lease payments. These are fun cars. But because they are so fun to drive, the tires will wear out. if that bothers you, stay away from this car. It is a very odd tire size, and no other car on the planet uses that size. As a consequence, there is only one company that manufactures that tire size for all-season tires. (there are two other companies that make winter tires for the i3, but only in the 19"" rim size). At first, when I realized I might have to buy new tires on the 2017 that I turned in, with about 18000 miles, I was a tad upset. But then I realized that it is a high-performance car, and the rear-wheel drive dynamics do put a lot of stress on the rear tires. In the end, the dealer who accepted the car at the end of the lease commented on the worn rear tires, but let it pass, ultimately. And I am okay with buying new tires, if I have to. And I will be putting on Nokain R3 winter tires on my 2018 this winter, both for winter safety, but also to save the tread on the summer tires. Again if you hate buying tires, and you want to own this car, then drive gently, corner reasonably, and avoid jack-rabbit starts. Hard things for me to do. If you test drive this car, you will want one. I have now ""test driven"" over 20K miles, and I am sold. It is an electric car 98% of the time. But it has neutralized range anxiety with the backup gasoline power. I rarely use gas, but it's nice to know that I can. That beats a Chevy Bolt or a Nissan Leaf, as far as I'm concerned. And it comes pretty close to beating a Tesla, from range-anxiety point of view. ======================================= I do live in an area with a handful of available high-amperage DC chargers. These will fully charge a depleted battery in about 40 minutes. But most owners charge at home, or at work, if they are lucky enough to have an enlightened employer. ======================================== Buying a used i3 REX is a totally valid option. They all have warranties out to 48 months, and the first 36 months includes free dealer service, including inspection stickers. So any car that you will find has been well maintained (though you will want to do your own due diligence on that). The gas engine requires an oil change about once a year, if it is used at all. The battery and electric powertrain should last ten years or more, without being touched. You just have to keep up with tires, wiper blades, and changing the hydraulic brake fluiid every couple of year. But if you are buying used, be aware of the battery size. The battery size has jumped every two years of production. And be sure to get a backup camera. You can tell if a used car has a backup camera in the dealer's photos, because the little fish-eye is in the middle of the bumper. And rumor has it that BMW will stop making these in a year or two. And it seems likely that they will not increase the battery size beyond what is is now (2019 and 2020 model years) It is a unique car, remarkably quiet inside, remarkably good ride, considering it is a small car. Remarkably tight turning radius. I can make a U-turn in places were no other car could possibly do it. Even if you never own one, you should make an effort to drive one. It is unique.","I've had my 2015 i3 Rex for a little over a year now. Others have pretty well covered the high quality of materials and how much fun the car is to drive. I'll comment more specifically on the REX engine. BMW is the ONLY electric car to include such a thing. Every other plug-in hybrid includes a full-size engine to drive the wheels when you're out of power. All that weight and complexity leaves very little room for a decent-sized battery. BMW built the i3 as an electric car first, and added the range extender for even more capability. I live in a medium-sized town, and typically am able to stay within my electric range. When I travel to neighboring towns, however, I almost always kick in the little REX engine on the highway, allowing me to save my electricity for city driving. This is an important point - in the United States, the car is programmed (""coded,"" in BMW-speak) so that the REX engine won't come on until you're down to your last few miles of electricity. It was originally designed, however, for you to be able turn on the REX engine at will below 75% charge, and works that way in Europe. It's easy to re-code it to the European specs (search You Tube) and turns it into a MUCH more useful car. I took my i3 on a 250-mile trip to a large city today, and although I had to stop about every hour to fill up the tiny gas tank, I was able to make the trip with ease and always had plenty of electricity to use when I needed it. In short, the range extender + recoding turns it into a REAL car if you want to use it that way. ","The BMW i3 has character, style, and class. ItÂfs most certainly never boring. YouÂfd think with its small stature that my 6Âf2Âh frame would feel cramped inside, but not so. This is true even in the back seat, which is easy to access via the suicide doors. Upon delivery there was a fit and finish issue that the dealer quickly corrected. (A wire got caught in front of the speaker in the door and was vibrating.) I also experienced a puncture in my flat tire at fewer than 200 miles. Thankfully the dealership went above and beyond and replaced it at no cost. As an added bonus for those who have range anxiety, BMW has provided two years of free charging at ChargePointÂfs network of fast charging stations. (Most in my area seem to be found at Whole Foods Market.) My local dealership also has a program where you can drop off your i3 when youÂfre going on a longer trip and theyÂfll give you a loaner running on gasoline. I highly recommend getting the Technology & Driving Assistant Package. The updated iDrive display is definitely worth it, as the base display looks sad. The package also comes with convenient features like adaptive cruise control. Love this car and do not regret my purchase one iota. ","We have had short-lease ownership of both a 2017 and a 2018 model, They are virtually identical, with the main difference being that the 2017 did not have the backup camera. From 2018 on, all i3's now have the integrated camera, and it is a good one. Now that the lease is up on the 2017 model, we got a nice promotional offer from a New England dealer, and took them up on it. So, we?will now have a 2019 model, with the larger battery pack. Obviously we enjoy the car. It is particularly fun and zippy around town. Highway driving is okay, but sketchy on days when there is a strong crosswind. This car is not for everybody, of course. But none of our routine drives are more than 75 miles, and we have a level 2 charger in our garage at home. As an experiment, I once drove round-trip 650 miles in one day, to visit my daughter at college, using frequent gas fillups. This is not ideal, but it is possible, if you don't want to find chargers. Try driving a Chevy Bolt or Nissan Leaf 650 miles in 13 hours. People get hung up on the list price of the car. As if that is what you really have to pay. The pundits don't seem to grasp that virtually nobody BUYS a new i3. The lease deals are too attractive. With some effort, you can lease one for less than $300 per month. Particularly if you are buying at the end of the model year. You have the option of ""buying out"" the car at the end of the lease, but I suspect that nobody does that, either, because the pre-determined 'residual value' is set at an artificially high level, in order to decrease the monthly lease payments. These are fun cars. But because they are so fun to drive, the tires will wear out. if that bothers you, stay away from this car. It is a very odd tire size, and no other car on the planet uses that size. As a consequence, there is only one company that manufactures that tire size for all-season tires. (there are two other companies that make winter tires for the i3, but only in the 19"" rim size). At first, when I realized I might have to buy new tires on the 2017 that I turned in, with about 18000 miles, I was a tad upset. But then I realized that it is a high-performance car, and the rear-wheel drive dynamics do put a lot of stress on the rear tires. In the end, the dealer who accepted the car at the end of the lease commented on the worn rear tires, but let it pass, ultimately. And I am okay with buying new tires, if I have to. And I will be putting on Nokain R3 winter tires on my 2018 this winter, both for winter safety, but also to save the tread on the summer tires. Again if you hate buying tires, and you want to own this car, then drive gently, corner reasonably, and avoid jack-rabbit starts. Hard things for me to do. If you test drive this car, you will want one. I have now ""test driven"" over 20K miles, and I am sold. It is an electric car 98% of the time. But it has neutralized range anxiety with the backup gasoline power. I rarely use gas, but it's nice to know that I can. That beats a Chevy Bolt or a Nissan Leaf, as far as I'm concerned. And it comes pretty close to beating a Tesla, from range-anxiety point of view. ======================================= I do live in an area with a handful of available high-amperage DC chargers. These will fully charge a depleted battery in about 40 minutes. But most owners charge at home, or at work, if they are lucky enough to have an enlightened employer. ======================================== Buying a used i3 REX is a totally valid option. They all have warranties out to 48 months, and the first 36 months includes free dealer service, including inspection stickers. So any car that you will find has been well maintained (though you will want to do your own due diligence on that). The gas engine requires an oil change about once a year, if it is used at all. The battery and electric powertrain should last ten years or more, without being touched. You just have to keep up with tires, wiper blades, and changing the hydraulic brake fluiid every couple of year. But if you are buying used, be aware of the battery size. The battery size has jumped every two years of production. And be sure to get a backup camera. You can tell if a used car has a backup camera in the dealer's photos, because the little fish-eye is in the middle of the bumper. And rumor has it that BMW will stop making these in a year or two. And it seems likely that they will not increase the battery size beyond what is is now (2019 and 2020 model years) It is a unique car, remarkably quiet inside, remarkably good ride, considering it is a small car. Remarkably tight turning radius. I can make a U-turn in places were no other car could possibly do it. Even if you never own one, you should make an effort to drive one. It is unique. I've had my 2015 i3 Rex for a little over a year now. Others have pretty well covered the high quality of materials and how much fun the car is to drive. I'll comment more specifically on the REX engine. BMW is the ONLY electric car to include such a thing. Every other plug-in hybrid includes a full-size engine to drive the wheels when you're out of power. All that weight and complexity leaves very little room for a decent-sized battery. BMW built the i3 as an electric car first, and added the range extender for even more capability. I live in a medium-sized town, and typically am able to stay within my electric range. When I travel to neighboring towns, however, I almost always kick in the little REX engine on the highway, allowing me to save my electricity for city driving. This is an important point - in the United States, the car is programmed (""coded,"" in BMW-speak) so that the REX engine won't come on until you're down to your last few miles of electricity. It was originally designed, however, for you to be able turn on the REX engine at will below 75% charge, and works that way in Europe. It's easy to re-code it to the European specs (search You Tube) and turns it into a MUCH more useful car. I took my i3 on a 250-mile trip to a large city today, and although I had to stop about every hour to fill up the tiny gas tank, I was able to make the trip with ease and always had plenty of electricity to use when I needed it. In short, the range extender + recoding turns it into a REAL car if you want to use it that way.  The BMW i3 has character, style, and class. ItÂfs most certainly never boring. YouÂfd think with its small stature that my 6Âf2Âh frame would feel cramped inside, but not so. This is true even in the back seat, which is easy to access via the suicide doors. Upon delivery there was a fit and finish issue that the dealer quickly corrected. (A wire got caught in front of the speaker in the door and was vibrating.) I also experienced a puncture in my flat tire at fewer than 200 miles. Thankfully the dealership went above and beyond and replaced it at no cost. As an added bonus for those who have range anxiety, BMW has provided two years of free charging at ChargePointÂfs network of fast charging stations. (Most in my area seem to be found at Whole Foods Market.) My local dealership also has a program where you can drop off your i3 when youÂfre going on a longer trip and theyÂfll give you a loaner running on gasoline. I highly recommend getting the Technology & Driving Assistant Package. The updated iDrive display is definitely worth it, as the base display looks sad. The package also comes with convenient features like adaptive cruise control. Love this car and do not regret my purchase one iota. ","{'neg': 0.046, 'neu': 0.847, 'pos': 0.107, 'compound': 0.9985}",0.9985,5
38,bmw X1,4.0,The only thing I donÂft like about my new truck is it doesnÂft have heated seats.,"Overall, I love my X1. Still there are some quirky things about it. Some things are not listed in the owner's manual that I discovered myself and yet some things are listed in the owner's manual but are not on the car. For example, I discovered that by holding down the lock button on the key fob or on the door handle, the mirrors will fold. The manual lists a small storage cubby hole?for the rear passengers yet there is none. As far as gripes, 2 big ones and a couple of small ones. First, there is no blindspot monitoring alert, like you see in the side view mirrors in even the most inexpensive cars nowadays. Next, no rear cross-traffic alert. Minor gripes: old style, analog instrumentation needs to be updated with digital displays. And finally, no concealed storage beneath the armrest.","Like all of the tech offered inside, love the two tone interior color. I would have liked to have the blink spot detector but not offered. First time driving the AWD on icy roads and handled quit well!","The only thing I donÂft like about my new truck is it doesnÂft have heated seats. Overall, I love my X1. Still there are some quirky things about it. Some things are not listed in the owner's manual that I discovered myself and yet some things are listed in the owner's manual but are not on the car. For example, I discovered that by holding down the lock button on the key fob or on the door handle, the mirrors will fold. The manual lists a small storage cubby hole?for the rear passengers yet there is none. As far as gripes, 2 big ones and a couple of small ones. First, there is no blindspot monitoring alert, like you see in the side view mirrors in even the most inexpensive cars nowadays. Next, no rear cross-traffic alert. Minor gripes: old style, analog instrumentation needs to be updated with digital displays. And finally, no concealed storage beneath the armrest. Like all of the tech offered inside, love the two tone interior color. I would have liked to have the blink spot detector but not offered. First time driving the AWD on icy roads and handled quit well!","{'neg': 0.038, 'neu': 0.831, 'pos': 0.131, 'compound': 0.9661}",0.9661,5
